Название вакансии,название компании,зарплата,ссылка на вакансию
C# разработчик,Антереал,,https://tomsk.hh.ru/vacancy/95249085?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82&hhtmFrom=vacancy_search_list
